# trout_population.csv
# Elk Fork Creek - Brown Trout Annual Electrofishing Survey Data
# Columns:
#   year: Year of survey (integer, YYYY)
#   sample_date: Date of electrofishing (YYYY-MM-DD)
#   site: Stream site identifier (character, EF01-EF05)
#   reach_length_m: Length of the sampled reach in meters
#   fish_id: Unique fish identifier (character)
#   total_length_mm: Total length in millimeters
#   weight_g: Weight in grams; NA if not weighed
#   cpue_per_100m: Site-level CPUE (fish per 100 m of stream); same for all fish at a site-year
# Units: length in mm, weight in g, reach in meters
# Missing values coded as NA
year,sample_date,site,reach_length_m,fish_id,total_length_mm,weight_g,cpue_per_100m
2014,2014-08-07,EF01,200,T00144,222,131.6,12.0
2014,2014-08-07,EF01,200,T00145,255,179.2,12.0
2014,2014-08-07,EF02,100,T00146,202,74.1,25.0
2014,2014-08-07,EF02,100,T00147,276,222.6,25.0
2014,2014-08-07,EF02,100,T00148,263,195.8,25.0
2014,2014-08-07,EF02,100,T00149,174,48.9,25.0
2014,2014-08-07,EF02,100,T00150,365,509.4,25.0
2014,2014-08-07,EF02,100,T00151,179,60.6,25.0
2014,2014-08-07,EF02,100,T00152,122,19.7,25.0
2014,2014-08-07,EF02,100,T00153,220,NA,25.0
2014,2014-08-07,EF02,100,T00154,223,113.1,25.0
2014,2014-08-07,EF02,100,T00155,275,240.1,25.0
2014,2014-08-07,EF02,100,T00156,165,43.6,25.0
2014,2014-08-07,EF02,100,T00157,194,68.1,25.0
2014,2014-08-07,EF02,100,T00158,200,76.4,25.0
2014,2014-08-07,EF02,100,T00159,158,35.4,25.0
2014,2014-08-07,EF02,100,T00160,230,138.6,25.0
2014,2014-08-07,EF02,100,T00161,240,139.5,25.0
2014,2014-08-07,EF02,100,T00162,207,92.6,25.0
2014,2014-08-07,EF02,100,T00163,228,130.5,25.0
2014,2014-08-07,EF02,100,T00164,220,128.3,25.0
2014,2014-08-07,EF02,100,T00165,234,135.3,25.0
2014,2014-08-07,EF02,100,T00166,191,75.2,25.0
2014,2014-08-07,EF02,100,T00167,177,60.1,25.0
2014,2014-08-07,EF02,100,T00168,252,177.2,25.0
2014,2014-08-07,EF02,100,T00169,243,146.8,25.0
2014,2014-08-07,EF02,100,T00170,233,115.8,25.0
2014,2014-08-07,EF03,100,T00171,249,179.1,21.0
2014,2014-08-07,EF03,100,T00172,274,219.1,21.0
2014,2014-08-07,EF03,100,T00173,218,116.0,21.0
2014,2014-08-07,EF03,100,T00174,195,73.3,21.0
2014,2014-08-07,EF03,100,T00175,198,75.0,21.0
2014,2014-08-07,EF03,100,T00176,326,412.5,21.0
2014,2014-08-07,EF03,100,T00177,218,NA,21.0
2014,2014-08-07,EF03,100,T00178,188,70.1,21.0
2014,2014-08-07,EF03,100,T00179,236,156.8,21.0
2014,2014-08-07,EF03,100,T00180,176,58.3,21.0
2014,2014-08-07,EF03,100,T00181,146,36.1,21.0
2014,2014-08-07,EF03,100,T00182,218,122.3,21.0
2014,2014-08-07,EF03,100,T00183,258,162.3,21.0
2014,2014-08-07,EF03,100,T00184,196,NA,21.0
2014,2014-08-07,EF03,100,T00185,290,230.5,21.0
2014,2014-08-07,EF03,100,T00186,208,95.8,21.0
2014,2014-08-07,EF03,100,T00187,188,76.0,21.0
2014,2014-08-07,EF03,100,T00188,257,206.4,21.0
2014,2014-08-07,EF03,100,T00189,239,124.4,21.0
2014,2014-08-07,EF03,100,T00190,244,144.2,21.0
2014,2014-08-07,EF03,100,T00191,222,100.5,21.0
2014,2014-08-07,EF04,150,T00192,276,243.3,15.3
2014,2014-08-07,EF04,150,T00193,193,76.9,15.3
2014,2014-08-07,EF04,150,T00194,279,220.6,15.3
2014,2014-08-07,EF04,150,T00195,292,231.7,15.3
2014,2014-08-07,EF04,150,T00196,170,48.3,15.3
2014,2014-08-07,EF04,150,T00197,277,195.4,15.3
2014,2014-08-07,EF04,150,T00198,348,452.7,15.3
2014,2014-08-07,EF04,150,T00199,159,43.8,15.3
2014,2014-08-07,EF04,150,T00200,139,29.1,15.3
2014,2014-08-07,EF04,150,T00201,302,253.2,15.3
2014,2014-08-07,EF04,150,T00202,227,136.6,15.3
2014,2014-08-07,EF04,150,T00203,218,103.1,15.3
2014,2014-08-07,EF04,150,T00204,273,199.0,15.3
2014,2014-08-07,EF04,150,T00205,327,408.9,15.3
2014,2014-08-07,EF04,150,T00206,198,92.6,15.3
2014,2014-08-07,EF04,150,T00207,239,154.2,15.3
2014,2014-08-07,EF04,150,T00208,254,154.0,15.3
2014,2014-08-07,EF04,150,T00209,265,191.6,15.3
2014,2014-08-07,EF04,150,T00210,186,77.1,15.3
2014,2014-08-07,EF04,150,T00211,205,81.5,15.3
2014,2014-08-07,EF04,150,T00212,256,164.7,15.3
2014,2014-08-07,EF04,150,T00213,206,96.3,15.3
2014,2014-08-07,EF04,150,T00214,197,89.8,15.3
2014,2014-08-07,EF05,150,T00215,162,46.8,14.7
2014,2014-08-07,EF05,150,T00216,237,146.8,14.7
2014,2014-08-07,EF05,150,T00217,201,85.8,14.7
2014,2014-08-07,EF05,150,T00218,145,31.5,14.7
2014,2014-08-07,EF05,150,T00219,310,275.7,14.7
2014,2014-08-07,EF05,150,T00220,214,109.6,14.7
2014,2014-08-07,EF05,150,T00221,205,82.3,14.7
2014,2014-08-07,EF05,150,T00222,241,164.5,14.7
2014,2014-08-07,EF05,150,T00223,262,200.6,14.7
2014,2014-08-07,EF05,150,T00224,163,40.6,14.7
2014,2014-08-07,EF05,150,T00225,225,NA,14.7
2014,2014-08-07,EF05,150,T00226,262,219.2,14.7
2014,2014-08-07,EF05,150,T00227,224,120.6,14.7
2014,2014-08-07,EF05,150,T00228,229,143.0,14.7
2014,2014-08-07,EF05,150,T00229,195,76.3,14.7
2014,2014-08-07,EF05,150,T00230,147,37.5,14.7
2014,2014-08-07,EF05,150,T00231,170,51.5,14.7
2014,2014-08-07,EF05,150,T00232,307,341.8,14.7
2014,2014-08-07,EF05,150,T00233,205,82.5,14.7
2014,2014-08-07,EF05,150,T00234,238,141.0,14.7
2014,2014-08-07,EF05,150,T00235,297,307.4,14.7
2014,2014-08-07,EF05,150,T00236,155,35.9,14.7
2015,2015-08-07,EF01,200,T00237,166,51.6,9.5
2015,2015-08-07,EF01,200,T00238,200,91.7,9.5
2015,2015-08-07,EF01,200,T00239,183,59.0,9.5
2015,2015-08-07,EF01,200,T00240,310,NA,9.5
2015,2015-08-07,EF01,200,T00241,265,207.2,9.5
2015,2015-08-07,EF01,200,T00242,208,91.6,9.5
2015,2015-08-07,EF01,200,T00243,198,91.2,9.5
2015,2015-08-07,EF01,200,T00244,275,211.8,9.5
2015,2015-08-07,EF01,200,T00245,227,142.3,9.5
2015,2015-08-07,EF01,200,T00246,273,202.4,9.5
2015,2015-08-07,EF01,200,T00247,296,269.6,9.5
2015,2015-08-07,EF01,200,T00248,201,78.2,9.5
2015,2015-08-07,EF01,200,T00249,262,174.7,9.5
2015,2015-08-07,EF01,200,T00250,177,55.1,9.5
2015,2015-08-07,EF01,200,T00251,267,187.7,9.5
2015,2015-08-07,EF01,200,T00252,125,18.4,9.5
2015,2015-08-07,EF01,200,T00253,206,84.8,9.5
2015,2015-08-07,EF01,200,T00254,222,123.3,9.5
2015,2015-08-07,EF01,200,T00255,198,88.6,9.5
2015,2015-08-07,EF02,150,T00256,239,137.5,16.7
2015,2015-08-07,EF02,150,T00257,215,112.5,16.7
2015,2015-08-07,EF02,150,T00258,222,130.5,16.7
2015,2015-08-07,EF02,150,T00259,149,37.8,16.7
2015,2015-08-07,EF02,150,T00260,148,33.4,16.7
2015,2015-08-07,EF02,150,T00261,217,111.1,16.7
2015,2015-08-07,EF02,150,T00262,245,151.6,16.7
2015,2015-08-07,EF02,150,T00263,189,70.6,16.7
2015,2015-08-07,EF02,150,T00264,219,118.1,16.7
2015,2015-08-07,EF02,150,T00265,238,157.1,16.7
2015,2015-08-07,EF02,150,T00266,233,120.6,16.7
2015,2015-08-07,EF02,150,T00267,187,77.1,16.7
2015,2015-08-07,EF02,150,T00268,297,313.5,16.7
2015,2015-08-07,EF02,150,T00269,237,129.4,16.7
2015,2015-08-07,EF02,150,T00270,155,44.2,16.7
2015,2015-08-07,EF02,150,T00271,181,69.2,16.7
2015,2015-08-07,EF02,150,T00272,129,23.9,16.7
2015,2015-08-07,EF02,150,T00273,228,133.6,16.7
2015,2015-08-07,EF02,150,T00274,177,65.7,16.7
2015,2015-08-07,EF02,150,T00275,239,131.9,16.7
2015,2015-08-07,EF02,150,T00276,126,19.5,16.7
2015,2015-08-07,EF02,150,T00277,341,422.5,16.7
2015,2015-08-07,EF02,150,T00278,283,267.1,16.7
2015,2015-08-07,EF02,150,T00279,266,209.0,16.7
2015,2015-08-07,EF02,150,T00280,225,NA,16.7
2015,2015-08-07,EF03,100,T00281,296,244.6,31.0
2015,2015-08-07,EF03,100,T00282,236,NA,31.0
2015,2015-08-07,EF03,100,T00283,265,225.1,31.0
2015,2015-08-07,EF03,100,T00284,246,148.6,31.0
2015,2015-08-07,EF03,100,T00285,145,32.9,31.0
2015,2015-08-07,EF03,100,T00286,211,106.4,31.0
2015,2015-08-07,EF03,100,T00287,257,184.3,31.0
2015,2015-08-07,EF03,100,T00288,228,137.7,31.0
2015,2015-08-07,EF03,100,T00289,185,63.5,31.0
2015,2015-08-07,EF03,100,T00290,166,46.8,31.0
2015,2015-08-07,EF03,100,T00291,217,105.5,31.0
2015,2015-08-07,EF03,100,T00292,194,70.8,31.0
2015,2015-08-07,EF03,100,T00293,256,186.6,31.0
2015,2015-08-07,EF03,100,T00294,218,96.1,31.0
2015,2015-08-07,EF03,100,T00295,229,NA,31.0
2015,2015-08-07,EF03,100,T00296,154,38.6,31.0
2015,2015-08-07,EF03,100,T00297,311,312.7,31.0
2015,2015-08-07,EF03,100,T00298,211,NA,31.0
2015,2015-08-07,EF03,100,T00299,237,159.4,31.0
2015,2015-08-07,EF03,100,T00300,173,55.9,31.0
2015,2015-08-07,EF03,100,T00301,239,127.8,31.0
2015,2015-08-07,EF03,100,T00302,125,22.8,31.0
2015,2015-08-07,EF03,100,T00303,247,NA,31.0
2015,2015-08-07,EF03,100,T00304,187,77.3,31.0
2015,2015-08-07,EF03,100,T00305,244,156.3,31.0
2015,2015-08-07,EF03,100,T00306,264,219.3,31.0
2015,2015-08-07,EF03,100,T00307,203,95.2,31.0
2015,2015-08-07,EF03,100,T00308,229,120.9,31.0
2015,2015-08-07,EF03,100,T00309,187,76.3,31.0
2015,2015-08-07,EF03,100,T00310,176,48.9,31.0
2015,2015-08-07,EF03,100,T00311,242,145.9,31.0
2015,2015-08-07,EF04,100,T00312,295,267.3,22.0
2015,2015-08-07,EF04,100,T00313,241,163.3,22.0
2015,2015-08-07,EF04,100,T00314,228,107.8,22.0
2015,2015-08-07,EF04,100,T00315,305,NA,22.0
2015,2015-08-07,EF04,100,T00316,302,250.7,22.0
2015,2015-08-07,EF04,100,T00317,263,178.1,22.0
2015,2015-08-07,EF04,100,T00318,273,242.7,22.0
2015,2015-08-07,EF04,100,T00319,200,76.9,22.0
2015,2015-08-07,EF04,100,T00320,201,91.4,22.0
2015,2015-08-07,EF04,100,T00321,248,156.7,22.0
2015,2015-08-07,EF04,100,T00322,278,NA,22.0
2015,2015-08-07,EF04,100,T00323,194,65.8,22.0
2015,2015-08-07,EF04,100,T00324,241,163.9,22.0
2015,2015-08-07,EF04,100,T00325,145,33.2,22.0
2015,2015-08-07,EF04,100,T00326,211,113.9,22.0
2015,2015-08-07,EF04,100,T00327,164,47.3,22.0
2015,2015-08-07,EF04,100,T00328,203,97.2,22.0
2015,2015-08-07,EF04,100,T00329,138,28.4,22.0
2015,2015-08-07,EF04,100,T00330,228,139.3,22.0
2015,2015-08-07,EF04,100,T00331,210,93.7,22.0
2015,2015-08-07,EF04,100,T00332,150,34.8,22.0
2015,2015-08-07,EF04,100,T00333,170,53.6,22.0
2015,2015-08-07,EF05,200,T00334,223,122.3,11.5
2015,2015-08-07,EF05,200,T00335,197,83.5,11.5
2015,2015-08-07,EF05,200,T00336,255,183.0,11.5
2015,2015-08-07,EF05,200,T00337,282,255.1,11.5
2015,2015-08-07,EF05,200,T00338,181,55.3,11.5
2015,2015-08-07,EF05,200,T00339,194,88.3,11.5
2015,2015-08-07,EF05,200,T00340,261,206.7,11.5
2015,2015-08-07,EF05,200,T00341,153,32.2,11.5
2015,2015-08-07,EF05,200,T00342,126,17.9,11.5
2015,2015-08-07,EF05,200,T00343,153,40.1,11.5
2015,2015-08-07,EF05,200,T00344,133,24.2,11.5
2015,2015-08-07,EF05,200,T00345,217,95.4,11.5
2015,2015-08-07,EF05,200,T00346,224,112.6,11.5
2015,2015-08-07,EF05,200,T00347,195,74.1,11.5
2015,2015-08-07,EF05,200,T00348,359,454.4,11.5
2015,2015-08-07,EF05,200,T00349,225,110.4,11.5
2015,2015-08-07,EF05,200,T00350,250,183.4,11.5
2015,2015-08-07,EF05,200,T00351,271,219.9,11.5
2015,2015-08-07,EF05,200,T00352,282,216.7,11.5
2015,2015-08-07,EF05,200,T00353,207,NA,11.5
2015,2015-08-07,EF05,200,T00354,267,219.9,11.5
2015,2015-08-07,EF05,200,T00355,263,182.4,11.5
2015,2015-08-07,EF05,200,T00356,222,130.3,11.5
2016,2016-08-09,EF01,200,T00357,259,NA,14.0
2016,2016-08-09,EF01,200,T00358,127,18.7,14.0
2016,2016-08-09,EF01,200,T00359,199,77.3,14.0
2016,2016-08-09,EF01,200,T00360,260,196.1,14.0
2016,2016-08-09,EF01,200,T00361,262,164.0,14.0
2016,2016-08-09,EF01,200,T00362,216,NA,14.0
2016,2016-08-09,EF01,200,T00363,262,171.5,14.0
2016,2016-08-09,EF01,200,T00364,268,206.7,14.0
2016,2016-08-09,EF01,200,T00365,172,50.0,14.0
2016,2016-08-09,EF01,200,T00366,288,219.5,14.0
2016,2016-08-09,EF01,200,T00367,135,29.2,14.0
2016,2016-08-09,EF01,200,T00368,207,105.8,14.0
2016,2016-08-09,EF01,200,T00369,288,255.0,14.0
2016,2016-08-09,EF01,200,T00370,199,88.7,14.0
2016,2016-08-09,EF01,200,T00371,233,115.2,14.0
2016,2016-08-09,EF01,200,T00372,250,141.9,14.0
2016,2016-08-09,EF01,200,T00373,247,154.2,14.0
2016,2016-08-09,EF01,200,T00374,215,120.3,14.0
2016,2016-08-09,EF01,200,T00375,247,136.1,14.0
2016,2016-08-09,EF01,200,T00376,116,13.9,14.0
2016,2016-08-09,EF01,200,T00377,186,65.4,14.0
2016,2016-08-09,EF01,200,T00378,232,148.0,14.0
2016,2016-08-09,EF01,200,T00379,295,307.9,14.0
2016,2016-08-09,EF01,200,T00380,176,NA,14.0
2016,2016-08-09,EF01,200,T00381,109,15.3,14.0
2016,2016-08-09,EF01,200,T00382,195,83.3,14.0
2016,2016-08-09,EF01,200,T00383,263,218.2,14.0
2016,2016-08-09,EF01,200,T00384,195,82.2,14.0
2016,2016-08-09,EF02,200,T00385,225,109.8,9.5
2016,2016-08-09,EF02,200,T00386,195,78.3,9.5
2016,2016-08-09,EF02,200,T00387,199,NA,9.5
2016,2016-08-09,EF02,200,T00388,329,428.5,9.5
2016,2016-08-09,EF02,200,T00389,267,191.4,9.5
2016,2016-08-09,EF02,200,T00390,129,21.7,9.5
2016,2016-08-09,EF02,200,T00391,283,NA,9.5
2016,2016-08-09,EF02,200,T00392,196,69.1,9.5
2016,2016-08-09,EF02,200,T00393,195,70.4,9.5
2016,2016-08-09,EF02,200,T00394,191,68.8,9.5
2016,2016-08-09,EF02,200,T00395,274,NA,9.5
2016,2016-08-09,EF02,200,T00396,345,373.9,9.5
2016,2016-08-09,EF02,200,T00397,121,20.7,9.5
2016,2016-08-09,EF02,200,T00398,162,38.1,9.5
2016,2016-08-09,EF02,200,T00399,181,71.3,9.5
2016,2016-08-09,EF02,200,T00400,200,81.0,9.5
2016,2016-08-09,EF02,200,T00401,236,148.8,9.5
2016,2016-08-09,EF02,200,T00402,124,NA,9.5
2016,2016-08-09,EF02,200,T00403,117,18.4,9.5
2016,2016-08-09,EF03,150,T00404,208,85.6,13.3
2016,2016-08-09,EF03,150,T00405,161,37.6,13.3
2016,2016-08-09,EF03,150,T00406,298,283.5,13.3
2016,2016-08-09,EF03,150,T00407,189,71.1,13.3
2016,2016-08-09,EF03,150,T00408,191,73.2,13.3
2016,2016-08-09,EF03,150,T00409,233,149.2,13.3
2016,2016-08-09,EF03,150,T00410,161,40.1,13.3
2016,2016-08-09,EF03,150,T00411,207,86.4,13.3
2016,2016-08-09,EF03,150,T00412,266,198.3,13.3
2016,2016-08-09,EF03,150,T00413,186,66.5,13.3
2016,2016-08-09,EF03,150,T00414,266,222.1,13.3
2016,2016-08-09,EF03,150,T00415,256,189.8,13.3
2016,2016-08-09,EF03,150,T00416,208,97.2,13.3
2016,2016-08-09,EF03,150,T00417,193,82.4,13.3
2016,2016-08-09,EF03,150,T00418,182,57.8,13.3
2016,2016-08-09,EF03,150,T00419,220,118.4,13.3
2016,2016-08-09,EF03,150,T00420,212,96.2,13.3
2016,2016-08-09,EF03,150,T00421,360,527.9,13.3
2016,2016-08-09,EF03,150,T00422,236,NA,13.3
2016,2016-08-09,EF03,150,T00423,175,57.2,13.3
2016,2016-08-09,EF04,200,T00424,121,17.7,9.5
2016,2016-08-09,EF04,200,T00425,311,317.0,9.5
2016,2016-08-09,EF04,200,T00426,294,256.3,9.5
2016,2016-08-09,EF04,200,T00427,165,43.9,9.5
2016,2016-08-09,EF04,200,T00428,294,277.4,9.5
2016,2016-08-09,EF04,200,T00429,142,27.7,9.5
2016,2016-08-09,EF04,200,T00430,293,NA,9.5
2016,2016-08-09,EF04,200,T00431,165,47.8,9.5
2016,2016-08-09,EF04,200,T00432,131,NA,9.5
2016,2016-08-09,EF04,200,T00433,218,NA,9.5
2016,2016-08-09,EF04,200,T00434,227,111.5,9.5
2016,2016-08-09,EF04,200,T00435,203,83.7,9.5
2016,2016-08-09,EF04,200,T00436,153,33.6,9.5
2016,2016-08-09,EF04,200,T00437,114,16.1,9.5
2016,2016-08-09,EF04,200,T00438,190,62.8,9.5
2016,2016-08-09,EF04,200,T00439,171,56.4,9.5
2016,2016-08-09,EF04,200,T00440,250,NA,9.5
2016,2016-08-09,EF04,200,T00441,135,25.1,9.5
2016,2016-08-09,EF04,200,T00442,222,104.7,9.5
2016,2016-08-09,EF05,150,T00443,132,21.0,14.7
2016,2016-08-09,EF05,150,T00444,159,36.3,14.7
2016,2016-08-09,EF05,150,T00445,173,53.5,14.7
2016,2016-08-09,EF05,150,T00446,157,45.4,14.7
