# user_survey.csv
# Millstone Reservoir - Biennial User Intercept Survey Data
# Columns:
#   year: Survey year (integer, YYYY)
#   survey_date: Date of interview (YYYY-MM-DD)
#   respondent_id: Anonymous respondent identifier (character)
#   user_type: Primary activity (character: angler, kayaker, swimmer, walker, other)
#   frequency: How often they visit per month during season (integer)
#   hours_on_site: Hours spent during that visit
#   satisfaction: Overall satisfaction (1=very dissatisfied to 5=very satisfied); NA if not answered
#   top_concern: Most important management concern selected from list (character)
#   would_support_fee: Would support a small access fee for improvements (yes, no, unsure); NA if not answered
# Units: frequency in visits/month, time in hours
# Missing values coded as NA
year,survey_date,respondent_id,user_type,frequency,hours_on_site,satisfaction,top_concern,would_support_fee
2020,2020-09-23,R2020019,angler,7,1.5,3,algal_blooms,no
2020,2020-09-06,R2020020,swimmer,6,1.0,2,bank_erosion,unsure
2020,2020-07-13,R2020021,kayaker,7,4.0,3,fish_kills,no
2020,2020-07-24,R2020022,kayaker,8,2.4,1,boat_ramps,no
2020,2020-07-22,R2020023,walker,4,5.8,3,fish_kills,NA
2020,2020-05-20,R2020024,walker,8,2.3,4,fishing_quality,no
2020,2020-06-19,R2020025,angler,1,5.2,3,fish_kills,unsure
2020,2020-06-02,R2020026,kayaker,4,5.4,3,crowding,no
2020,2020-09-02,R2020027,other,2,5.9,3,bank_erosion,unsure
2020,2020-07-21,R2020028,swimmer,6,4.0,3,boat_ramps,unsure
2020,2020-07-04,R2020029,swimmer,11,3.8,3,algal_blooms,no
2020,2020-08-01,R2020030,other,11,5.7,2,water_quality,no
2020,2020-07-12,R2020031,angler,3,3.7,2,bank_erosion,yes
2020,2020-07-06,R2020032,walker,7,2.8,2,crowding,unsure
2020,2020-05-16,R2020033,angler,6,4.8,2,crowding,unsure
2020,2020-06-02,R2020034,walker,5,5.3,4,fish_kills,no
2020,2020-07-03,R2020035,kayaker,9,3.0,2,fishing_quality,NA
2020,2020-05-04,R2020036,angler,1,4.4,1,bank_erosion,unsure
2020,2020-05-15,R2020037,walker,6,3.7,2,algal_blooms,yes
2020,2020-06-07,R2020038,angler,2,4.8,3,water_quality,unsure
2020,2020-07-28,R2020039,swimmer,4,1.7,NA,bank_erosion,unsure
2020,2020-05-26,R2020040,swimmer,10,1.3,5,crowding,yes
2020,2020-05-16,R2020041,kayaker,1,5.8,4,access,yes
2020,2020-06-27,R2020042,swimmer,2,5.9,2,fish_kills,no
2020,2020-06-19,R2020043,angler,1,4.0,3,access,no
2020,2020-08-23,R2020044,angler,12,3.1,3,algal_blooms,no
2020,2020-08-23,R2020045,kayaker,10,3.3,4,algal_blooms,no
2020,2020-05-14,R2020046,angler,9,5.1,4,access,no
2020,2020-07-16,R2020047,angler,1,3.4,4,crowding,yes
2020,2020-09-12,R2020048,walker,2,3.9,NA,fish_kills,no
2020,2020-08-14,R2020049,kayaker,3,5.0,4,access,yes
2020,2020-09-17,R2020050,angler,12,2.7,NA,crowding,NA
2020,2020-06-19,R2020051,angler,12,4.1,3,fishing_quality,unsure
2020,2020-05-10,R2020052,angler,5,4.9,4,water_quality,yes
2020,2020-07-05,R2020053,angler,10,5.0,2,fish_kills,yes
2020,2020-08-17,R2020054,other,12,3.1,3,access,no
2020,2020-07-16,R2020055,angler,8,1.6,4,boat_ramps,yes
2020,2020-08-01,R2020056,angler,1,2.3,3,water_quality,no
2020,2020-07-26,R2020057,other,6,1.4,2,crowding,no
2020,2020-06-27,R2020058,kayaker,8,5.4,2,fishing_quality,no
2020,2020-06-10,R2020059,angler,6,2.2,3,boat_ramps,unsure
2020,2020-09-15,R2020060,walker,4,1.6,2,access,yes
2020,2020-05-18,R2020061,kayaker,11,2.2,4,fish_kills,yes
2020,2020-07-25,R2020062,walker,2,5.8,3,access,unsure
2020,2020-08-25,R2020063,angler,1,2.3,4,boat_ramps,yes
2020,2020-06-27,R2020064,kayaker,9,3.0,3,boat_ramps,no
2020,2020-08-15,R2020065,swimmer,1,5.4,2,bank_erosion,yes
2020,2020-09-22,R2020066,kayaker,3,3.1,4,fishing_quality,yes
2020,2020-07-22,R2020067,swimmer,12,1.7,4,crowding,NA
2020,2020-08-05,R2020068,angler,6,2.4,2,fish_kills,yes
2020,2020-05-04,R2020069,walker,3,3.1,3,access,no
2020,2020-08-20,R2020070,swimmer,2,1.1,4,fish_kills,no
2020,2020-05-16,R2020071,angler,5,2.7,3,access,NA
2020,2020-06-13,R2020072,angler,3,3.0,2,fish_kills,yes
2020,2020-05-08,R2020073,angler,6,3.7,2,crowding,yes
2020,2020-09-08,R2020074,kayaker,1,4.8,NA,access,no
2020,2020-08-04,R2020075,walker,8,2.6,2,access,no
2020,2020-07-08,R2020076,other,2,1.3,3,crowding,no
2020,2020-05-03,R2020077,swimmer,2,3.5,5,fish_kills,yes
2020,2020-05-25,R2020078,kayaker,6,4.6,2,boat_ramps,no
2020,2020-09-04,R2020079,angler,6,2.5,3,fishing_quality,unsure
2020,2020-07-23,R2020080,angler,9,5.5,4,fish_kills,unsure
2020,2020-07-10,R2020081,swimmer,9,3.3,3,water_quality,no
2020,2020-08-04,R2020082,swimmer,1,5.4,2,crowding,no
2020,2020-06-21,R2020083,kayaker,7,1.9,3,fish_kills,no
2022,2022-09-10,R2022000,walker,2,4.1,1,water_quality,no
2022,2022-05-25,R2022001,kayaker,12,5.4,3,algal_blooms,no
2022,2022-08-23,R2022002,angler,2,4.2,1,crowding,unsure
2022,2022-07-03,R2022003,angler,6,4.7,1,water_quality,yes
2022,2022-06-24,R2022004,kayaker,6,3.5,NA,fish_kills,yes
2022,2022-09-03,R2022005,kayaker,8,1.4,3,boat_ramps,NA
2022,2022-07-15,R2022006,swimmer,10,4.8,2,fish_kills,unsure
2022,2022-06-22,R2022007,walker,10,5.1,3,bank_erosion,unsure
2022,2022-06-22,R2022008,kayaker,1,5.3,4,boat_ramps,unsure
2022,2022-07-10,R2022009,swimmer,11,3.7,4,algal_blooms,no
2022,2022-06-20,R2022010,angler,9,3.1,2,bank_erosion,yes
2022,2022-05-17,R2022011,swimmer,7,2.9,4,crowding,yes
2022,2022-06-05,R2022012,angler,4,3.5,5,boat_ramps,no
2022,2022-09-11,R2022013,kayaker,8,4.8,3,access,yes
2022,2022-08-15,R2022014,walker,2,3.3,2,crowding,no
2022,2022-08-24,R2022015,walker,11,2.1,1,access,yes
2022,2022-05-05,R2022016,walker,8,4.7,4,crowding,no
2022,2022-06-10,R2022017,kayaker,10,3.1,NA,water_quality,no
2022,2022-09-17,R2022018,angler,11,4.4,NA,algal_blooms,no
2022,2022-07-25,R2022019,swimmer,12,3.4,NA,access,unsure
2022,2022-09-10,R2022020,angler,2,2.7,4,fish_kills,yes
2022,2022-06-19,R2022021,angler,1,1.3,NA,fishing_quality,NA
2022,2022-07-28,R2022022,walker,11,2.2,2,crowding,unsure
2022,2022-08-04,R2022023,angler,4,5.3,1,fish_kills,no
2022,2022-06-28,R2022024,angler,12,3.9,2,bank_erosion,yes
2022,2022-06-22,R2022025,swimmer,12,4.4,4,access,yes
2022,2022-09-19,R2022026,swimmer,12,3.1,3,algal_blooms,yes
2022,2022-05-13,R2022027,kayaker,11,1.9,3,fish_kills,yes
2022,2022-07-02,R2022028,angler,7,5.1,NA,crowding,yes
2022,2022-07-24,R2022029,angler,11,4.9,2,access,no
2022,2022-06-10,R2022030,angler,9,5.4,3,fishing_quality,no
2022,2022-09-06,R2022031,angler,1,5.2,2,access,NA
2022,2022-06-05,R2022032,kayaker,6,4.0,2,boat_ramps,no
2022,2022-06-02,R2022033,angler,12,4.0,3,boat_ramps,yes
2022,2022-05-23,R2022034,angler,7,2.0,3,water_quality,yes
2022,2022-09-11,R2022035,angler,4,2.6,1,algal_blooms,no
2022,2022-07-07,R2022036,walker,3,4.0,4,bank_erosion,unsure
2022,2022-05-03,R2022037,angler,12,5.8,3,fishing_quality,no
2022,2022-05-26,R2022038,walker,5,3.8,2,fish_kills,unsure
2022,2022-07-28,R2022039,angler,9,2.0,2,water_quality,no
2022,2022-05-20,R2022040,other,2,3.6,1,fish_kills,unsure
2022,2022-05-01,R2022041,walker,11,5.3,4,crowding,unsure
2022,2022-05-01,R2022042,kayaker,1,2.8,4,boat_ramps,no
2022,2022-05-22,R2022043,angler,1,2.5,3,boat_ramps,yes
2022,2022-08-04,R2022044,kayaker,11,1.9,4,fishing_quality,NA
2022,2022-05-03,R2022045,angler,11,4.0,2,crowding,unsure
2022,2022-07-07,R2022046,angler,11,1.7,2,boat_ramps,unsure
2022,2022-06-23,R2022047,angler,8,2.6,2,water_quality,NA
2022,2022-08-20,R2022048,angler,9,5.1,4,fishing_quality,no
2022,2022-06-20,R2022049,kayaker,8,2.3,2,access,no
2022,2022-05-11,R2022050,walker,5,3.2,1,algal_blooms,unsure
2022,2022-06-23,R2022051,angler,11,3.7,4,bank_erosion,no
2022,2022-09-12,R2022052,other,7,2.0,1,fishing_quality,no
2022,2022-08-14,R2022053,kayaker,9,4.4,4,fishing_quality,unsure
2022,2022-07-02,R2022054,angler,11,3.1,2,fishing_quality,yes
2022,2022-08-27,R2022055,walker,4,2.2,1,crowding,no
2022,2022-06-26,R2022056,walker,10,4.2,3,crowding,no
2022,2022-06-28,R2022057,angler,7,5.8,NA,fishing_quality,NA
2022,2022-07-08,R2022058,other,12,3.9,2,fishing_quality,no
2022,2022-09-08,R2022059,walker,5,4.8,3,fish_kills,no
2022,2022-09-03,R2022060,angler,2,4.6,2,fish_kills,no
