# walleye_gillnet.csv
# Lake Sandhill - Walleye Standardized Fall Gill Net Survey Data
# Columns:
#   year: Survey year (integer, YYYY)
#   sample_date: Date gill net was set (YYYY-MM-DD)
#   site: Net site identifier (character, GN01-GN08)
#   net_length_m: Total length of gill net in meters
#   set_duration_hr: Hours the net was set
#   fish_id: Unique fish identifier (character)
#   total_length_mm: Total length of walleye in millimeters
#   weight_g: Weight in grams; NA if not weighed
#   cpue_per_net: Number of walleye per net night for that site-year
# Units: net length in m, duration in hours, length in mm, weight in g
# Missing values coded as NA
year,sample_date,site,net_length_m,set_duration_hr,fish_id,total_length_mm,weight_g,cpue_per_net
2013,2013-09-20,GN05,76.2,20.4,W00143,495,1702.0,11
2013,2013-09-20,GN05,76.2,20.4,W00144,422,1130.6,11
2013,2013-09-20,GN05,76.2,20.4,W00145,423,1219.4,11
2013,2013-09-20,GN05,76.2,20.4,W00146,442,1259.8,11
2013,2013-09-20,GN05,76.2,20.4,W00147,427,1254.1,11
2013,2013-09-20,GN05,76.2,20.4,W00148,463,1475.3,11
2013,2013-09-20,GN06,76.2,18.5,W00149,275,287.1,16
2013,2013-09-20,GN06,76.2,18.5,W00150,463,NA,16
2013,2013-09-20,GN06,76.2,18.5,W00151,311,353.3,16
2013,2013-09-20,GN06,76.2,18.5,W00152,359,643.9,16
2013,2013-09-20,GN06,76.2,18.5,W00153,311,363.4,16
2013,2013-09-20,GN06,76.2,18.5,W00154,412,943.2,16
2013,2013-09-20,GN06,76.2,18.5,W00155,321,476.6,16
2013,2013-09-20,GN06,76.2,18.5,W00156,427,1283.0,16
2013,2013-09-20,GN06,76.2,18.5,W00157,423,972.9,16
2013,2013-09-20,GN06,76.2,18.5,W00158,333,554.3,16
2013,2013-09-20,GN06,76.2,18.5,W00159,435,1030.7,16
2013,2013-09-20,GN06,76.2,18.5,W00160,365,582.0,16
2013,2013-09-20,GN06,76.2,18.5,W00161,303,414.4,16
2013,2013-09-20,GN06,76.2,18.5,W00162,402,933.3,16
2013,2013-09-20,GN06,76.2,18.5,W00163,433,1161.2,16
2013,2013-09-20,GN06,76.2,18.5,W00164,368,788.2,16
2013,2013-09-20,GN07,76.2,19.6,W00165,347,512.2,8
2013,2013-09-20,GN07,76.2,19.6,W00166,377,671.5,8
2013,2013-09-20,GN07,76.2,19.6,W00167,288,290.0,8
2013,2013-09-20,GN07,76.2,19.6,W00168,401,818.0,8
2013,2013-09-20,GN07,76.2,19.6,W00169,386,904.7,8
2013,2013-09-20,GN07,76.2,19.6,W00170,376,722.2,8
2013,2013-09-20,GN07,76.2,19.6,W00171,419,NA,8
2013,2013-09-20,GN07,76.2,19.6,W00172,486,1536.1,8
2013,2013-09-20,GN08,76.2,19.2,W00173,333,496.3,12
2013,2013-09-20,GN08,76.2,19.2,W00174,431,1271.9,12
2013,2013-09-20,GN08,76.2,19.2,W00175,278,310.5,12
2013,2013-09-20,GN08,76.2,19.2,W00176,360,670.1,12
2013,2013-09-20,GN08,76.2,19.2,W00177,416,885.6,12
2013,2013-09-20,GN08,76.2,19.2,W00178,501,2097.4,12
2013,2013-09-20,GN08,76.2,19.2,W00179,314,461.2,12
2013,2013-09-20,GN08,76.2,19.2,W00180,419,1162.6,12
2013,2013-09-20,GN08,76.2,19.2,W00181,400,843.3,12
2013,2013-09-20,GN08,76.2,19.2,W00182,353,655.8,12
2013,2013-09-20,GN08,76.2,19.2,W00183,277,320.8,12
2013,2013-09-20,GN08,76.2,19.2,W00184,341,519.4,12
2014,2014-09-11,GN01,76.2,20.5,W00185,312,427.7,12
2014,2014-09-11,GN01,76.2,20.5,W00186,424,997.9,12
2014,2014-09-11,GN01,76.2,20.5,W00187,385,729.5,12
2014,2014-09-11,GN01,76.2,20.5,W00188,335,583.3,12
2014,2014-09-11,GN01,76.2,20.5,W00189,489,1654.2,12
2014,2014-09-11,GN01,76.2,20.5,W00190,354,659.7,12
2014,2014-09-11,GN01,76.2,20.5,W00191,371,776.5,12
2014,2014-09-11,GN01,76.2,20.5,W00192,361,658.4,12
2014,2014-09-11,GN01,76.2,20.5,W00193,376,828.3,12
2014,2014-09-11,GN01,76.2,20.5,W00194,336,515.8,12
2014,2014-09-11,GN01,76.2,20.5,W00195,429,1129.2,12
2014,2014-09-11,GN01,76.2,20.5,W00196,396,969.1,12
2014,2014-09-11,GN02,76.2,23.1,W00197,393,785.9,13
2014,2014-09-11,GN02,76.2,23.1,W00198,430,1241.5,13
2014,2014-09-11,GN02,76.2,23.1,W00199,341,593.9,13
2014,2014-09-11,GN02,76.2,23.1,W00200,323,424.8,13
2014,2014-09-11,GN02,76.2,23.1,W00201,344,622.7,13
2014,2014-09-11,GN02,76.2,23.1,W00202,367,725.0,13
2014,2014-09-11,GN02,76.2,23.1,W00203,438,1074.4,13
2014,2014-09-11,GN02,76.2,23.1,W00204,485,1656.8,13
2014,2014-09-11,GN02,76.2,23.1,W00205,473,1612.8,13
2014,2014-09-11,GN02,76.2,23.1,W00206,394,NA,13
2014,2014-09-11,GN02,76.2,23.1,W00207,360,749.0,13
2014,2014-09-11,GN02,76.2,23.1,W00208,513,NA,13
2014,2014-09-11,GN02,76.2,23.1,W00209,280,NA,13
2014,2014-09-11,GN03,76.2,23.8,W00210,316,402.8,10
2014,2014-09-11,GN03,76.2,23.8,W00211,418,1204.1,10
2014,2014-09-11,GN03,76.2,23.8,W00212,318,402.9,10
2014,2014-09-11,GN03,76.2,23.8,W00213,423,953.0,10
2014,2014-09-11,GN03,76.2,23.8,W00214,342,483.7,10
2014,2014-09-11,GN03,76.2,23.8,W00215,348,623.5,10
2014,2014-09-11,GN03,76.2,23.8,W00216,387,807.8,10
2014,2014-09-11,GN03,76.2,23.8,W00217,339,503.5,10
2014,2014-09-11,GN03,76.2,23.8,W00218,412,944.0,10
2014,2014-09-11,GN03,76.2,23.8,W00219,377,NA,10
2014,2014-09-11,GN04,76.2,18.9,W00220,405,1030.3,7
2014,2014-09-11,GN04,76.2,18.9,W00221,385,762.2,7
2014,2014-09-11,GN04,76.2,18.9,W00222,394,NA,7
2014,2014-09-11,GN04,76.2,18.9,W00223,395,950.1,7
2014,2014-09-11,GN04,76.2,18.9,W00224,406,895.4,7
2014,2014-09-11,GN04,76.2,18.9,W00225,322,471.5,7
2014,2014-09-11,GN04,76.2,18.9,W00226,343,529.2,7
2014,2014-09-11,GN05,76.2,20.5,W00227,337,596.4,13
2014,2014-09-11,GN05,76.2,20.5,W00228,387,NA,13
2014,2014-09-11,GN05,76.2,20.5,W00229,311,464.0,13
2014,2014-09-11,GN05,76.2,20.5,W00230,469,1568.1,13
2014,2014-09-11,GN05,76.2,20.5,W00231,411,855.6,13
2014,2014-09-11,GN05,76.2,20.5,W00232,353,659.4,13
2014,2014-09-11,GN05,76.2,20.5,W00233,448,1220.6,13
2014,2014-09-11,GN05,76.2,20.5,W00234,432,1186.0,13
2014,2014-09-11,GN05,76.2,20.5,W00235,474,1344.4,13
2014,2014-09-11,GN05,76.2,20.5,W00236,327,518.1,13
2014,2014-09-11,GN05,76.2,20.5,W00237,464,1597.3,13
2014,2014-09-11,GN05,76.2,20.5,W00238,293,322.0,13
2014,2014-09-11,GN05,76.2,20.5,W00239,434,1107.7,13
2014,2014-09-11,GN06,76.2,21.9,W00240,343,NA,13
2014,2014-09-11,GN06,76.2,21.9,W00241,443,1255.1,13
2014,2014-09-11,GN06,76.2,21.9,W00242,377,666.7,13
2014,2014-09-11,GN06,76.2,21.9,W00243,292,NA,13
2014,2014-09-11,GN06,76.2,21.9,W00244,434,1301.5,13
2014,2014-09-11,GN06,76.2,21.9,W00245,401,952.8,13
2014,2014-09-11,GN06,76.2,21.9,W00246,312,370.4,13
2014,2014-09-11,GN06,76.2,21.9,W00247,387,882.2,13
2014,2014-09-11,GN06,76.2,21.9,W00248,469,1557.0,13
2014,2014-09-11,GN06,76.2,21.9,W00249,461,1246.1,13
2014,2014-09-11,GN06,76.2,21.9,W00250,397,806.9,13
2014,2014-09-11,GN06,76.2,21.9,W00251,392,780.9,13
2014,2014-09-11,GN06,76.2,21.9,W00252,488,1849.8,13
2014,2014-09-11,GN07,76.2,20.2,W00253,497,2018.7,7
2014,2014-09-11,GN07,76.2,20.2,W00254,426,1137.6,7
2014,2014-09-11,GN07,76.2,20.2,W00255,366,624.1,7
2014,2014-09-11,GN07,76.2,20.2,W00256,483,1670.9,7
2014,2014-09-11,GN07,76.2,20.2,W00257,390,771.5,7
2014,2014-09-11,GN07,76.2,20.2,W00258,306,352.8,7
2014,2014-09-11,GN07,76.2,20.2,W00259,390,846.1,7
2014,2014-09-11,GN08,76.2,20.6,W00260,429,1293.0,11
2014,2014-09-11,GN08,76.2,20.6,W00261,343,523.6,11
2014,2014-09-11,GN08,76.2,20.6,W00262,424,988.5,11
2014,2014-09-11,GN08,76.2,20.6,W00263,378,838.4,11
2014,2014-09-11,GN08,76.2,20.6,W00264,342,521.8,11
2014,2014-09-11,GN08,76.2,20.6,W00265,382,731.1,11
2014,2014-09-11,GN08,76.2,20.6,W00266,412,983.9,11
2014,2014-09-11,GN08,76.2,20.6,W00267,252,211.3,11
2014,2014-09-11,GN08,76.2,20.6,W00268,370,755.1,11
2014,2014-09-11,GN08,76.2,20.6,W00269,276,250.7,11
2014,2014-09-11,GN08,76.2,20.6,W00270,438,1122.6,11
2015,2015-09-14,GN01,76.2,23.4,W00271,417,929.4,12
2015,2015-09-14,GN01,76.2,23.4,W00272,392,926.0,12
2015,2015-09-14,GN01,76.2,23.4,W00273,387,755.0,12
2015,2015-09-14,GN01,76.2,23.4,W00274,307,355.7,12
2015,2015-09-14,GN01,76.2,23.4,W00275,435,1156.1,12
2015,2015-09-14,GN01,76.2,23.4,W00276,381,704.9,12
2015,2015-09-14,GN01,76.2,23.4,W00277,404,1067.7,12
2015,2015-09-14,GN01,76.2,23.4,W00278,374,724.8,12
2015,2015-09-14,GN01,76.2,23.4,W00279,313,374.9,12
2015,2015-09-14,GN01,76.2,23.4,W00280,270,233.8,12
2015,2015-09-14,GN01,76.2,23.4,W00281,328,448.9,12
2015,2015-09-14,GN01,76.2,23.4,W00282,396,858.7,12
2015,2015-09-14,GN02,76.2,20.8,W00283,425,NA,16
2015,2015-09-14,GN02,76.2,20.8,W00284,539,NA,16
2015,2015-09-14,GN02,76.2,20.8,W00285,413,891.4,16
2015,2015-09-14,GN02,76.2,20.8,W00286,278,278.8,16
2015,2015-09-14,GN02,76.2,20.8,W00287,439,1283.0,16
2015,2015-09-14,GN02,76.2,20.8,W00288,425,1173.0,16
2015,2015-09-14,GN02,76.2,20.8,W00289,354,528.0,16
2015,2015-09-14,GN02,76.2,20.8,W00290,308,362.6,16
2015,2015-09-14,GN02,76.2,20.8,W00291,546,2282.5,16
2015,2015-09-14,GN02,76.2,20.8,W00292,369,740.4,16
2015,2015-09-14,GN02,76.2,20.8,W00293,442,1431.4,16
2015,2015-09-14,GN02,76.2,20.8,W00294,217,132.6,16
2015,2015-09-14,GN02,76.2,20.8,W00295,394,915.7,16
2015,2015-09-14,GN02,76.2,20.8,W00296,392,878.0,16
2015,2015-09-14,GN02,76.2,20.8,W00297,287,345.7,16
2015,2015-09-14,GN02,76.2,20.8,W00298,336,550.4,16
2015,2015-09-14,GN03,76.2,19.4,W00299,305,338.7,7
2015,2015-09-14,GN03,76.2,19.4,W00300,472,1653.7,7
2015,2015-09-14,GN03,76.2,19.4,W00301,444,1151.7,7
2015,2015-09-14,GN03,76.2,19.4,W00302,346,493.1,7
2015,2015-09-14,GN03,76.2,19.4,W00303,461,1491.4,7
2015,2015-09-14,GN03,76.2,19.4,W00304,304,397.7,7
2015,2015-09-14,GN03,76.2,19.4,W00305,349,682.0,7
2015,2015-09-14,GN04,76.2,23.0,W00306,318,403.9,8
2015,2015-09-14,GN04,76.2,23.0,W00307,382,NA,8
2015,2015-09-14,GN04,76.2,23.0,W00308,477,1768.2,8
2015,2015-09-14,GN04,76.2,23.0,W00309,496,1536.5,8
2015,2015-09-14,GN04,76.2,23.0,W00310,365,645.3,8
2015,2015-09-14,GN04,76.2,23.0,W00311,398,828.8,8
2015,2015-09-14,GN04,76.2,23.0,W00312,356,546.4,8
2015,2015-09-14,GN04,76.2,23.0,W00313,305,NA,8
2015,2015-09-14,GN05,76.2,20.9,W00314,338,600.6,11
2015,2015-09-14,GN05,76.2,20.9,W00315,318,389.2,11
2015,2015-09-14,GN05,76.2,20.9,W00316,365,746.0,11
2015,2015-09-14,GN05,76.2,20.9,W00317,417,NA,11
2015,2015-09-14,GN05,76.2,20.9,W00318,424,1044.6,11
2015,2015-09-14,GN05,76.2,20.9,W00319,234,161.6,11
2015,2015-09-14,GN05,76.2,20.9,W00320,380,826.5,11
2015,2015-09-14,GN05,76.2,20.9,W00321,319,485.8,11
2015,2015-09-14,GN05,76.2,20.9,W00322,441,1110.8,11
2015,2015-09-14,GN05,76.2,20.9,W00323,358,595.1,11
2015,2015-09-14,GN05,76.2,20.9,W00324,368,745.7,11
2015,2015-09-14,GN06,76.2,20.3,W00325,419,1123.3,15
2015,2015-09-14,GN06,76.2,20.3,W00326,402,825.9,15
2015,2015-09-14,GN06,76.2,20.3,W00327,405,924.4,15
2015,2015-09-14,GN06,76.2,20.3,W00328,295,373.8,15
2015,2015-09-14,GN06,76.2,20.3,W00329,358,NA,15
2015,2015-09-14,GN06,76.2,20.3,W00330,413,1092.1,15
2015,2015-09-14,GN06,76.2,20.3,W00331,341,495.3,15
2015,2015-09-14,GN06,76.2,20.3,W00332,360,560.0,15
2015,2015-09-14,GN06,76.2,20.3,W00333,324,489.4,15
2015,2015-09-14,GN06,76.2,20.3,W00334,363,626.9,15
2015,2015-09-14,GN06,76.2,20.3,W00335,335,476.0,15
2015,2015-09-14,GN06,76.2,20.3,W00336,358,731.9,15
2015,2015-09-14,GN06,76.2,20.3,W00337,430,1219.9,15
2015,2015-09-14,GN06,76.2,20.3,W00338,427,1102.3,15
2015,2015-09-14,GN06,76.2,20.3,W00339,379,677.1,15
2015,2015-09-14,GN07,76.2,23.7,W00340,470,1613.2,14
2015,2015-09-14,GN07,76.2,23.7,W00341,388,818.1,14
2015,2015-09-14,GN07,76.2,23.7,W00342,440,1269.7,14
2015,2015-09-14,GN07,76.2,23.7,W00343,454,1253.6,14
2015,2015-09-14,GN07,76.2,23.7,W00344,346,517.1,14
2015,2015-09-14,GN07,76.2,23.7,W00345,372,695.4,14
2015,2015-09-14,GN07,76.2,23.7,W00346,308,433.0,14
2015,2015-09-14,GN07,76.2,23.7,W00347,390,862.3,14
2015,2015-09-14,GN07,76.2,23.7,W00348,361,634.8,14
2015,2015-09-14,GN07,76.2,23.7,W00349,238,202.9,14
2015,2015-09-14,GN07,76.2,23.7,W00350,370,617.7,14
2015,2015-09-14,GN07,76.2,23.7,W00351,354,552.9,14
2015,2015-09-14,GN07,76.2,23.7,W00352,410,1028.1,14
2015,2015-09-14,GN07,76.2,23.7,W00353,352,577.3,14
2015,2015-09-14,GN08,76.2,18.8,W00354,305,388.2,10
2015,2015-09-14,GN08,76.2,18.8,W00355,399,863.5,10
2015,2015-09-14,GN08,76.2,18.8,W00356,309,454.0,10
2015,2015-09-14,GN08,76.2,18.8,W00357,417,900.8,10
2015,2015-09-14,GN08,76.2,18.8,W00358,391,769.7,10
2015,2015-09-14,GN08,76.2,18.8,W00359,342,514.8,10
2015,2015-09-14,GN08,76.2,18.8,W00360,359,554.0,10
2015,2015-09-14,GN08,76.2,18.8,W00361,356,576.4,10
2015,2015-09-14,GN08,76.2,18.8,W00362,371,818.7,10
2015,2015-09-14,GN08,76.2,18.8,W00363,382,872.0,10
2016,2016-09-11,GN01,76.2,22.3,W00364,341,582.6,15
2016,2016-09-11,GN01,76.2,22.3,W00365,280,315.4,15
2016,2016-09-11,GN01,76.2,22.3,W00366,370,810.6,15
2016,2016-09-11,GN01,76.2,22.3,W00367,479,1583.9,15
2016,2016-09-11,GN01,76.2,22.3,W00368,442,1300.7,15
2016,2016-09-11,GN01,76.2,22.3,W00369,416,NA,15
2016,2016-09-11,GN01,76.2,22.3,W00370,348,523.2,15
2016,2016-09-11,GN01,76.2,22.3,W00371,390,838.5,15
2016,2016-09-11,GN01,76.2,22.3,W00372,310,357.2,15
2016,2016-09-11,GN01,76.2,22.3,W00373,246,207.5,15
2016,2016-09-11,GN01,76.2,22.3,W00374,379,800.1,15
2016,2016-09-11,GN01,76.2,22.3,W00375,440,1053.1,15
2016,2016-09-11,GN01,76.2,22.3,W00376,367,704.2,15
2016,2016-09-11,GN01,76.2,22.3,W00377,387,821.8,15
2016,2016-09-11,GN01,76.2,22.3,W00378,297,389.4,15
2016,2016-09-11,GN02,76.2,22.0,W00379,367,716.5,4
2016,2016-09-11,GN02,76.2,22.0,W00380,373,624.9,4
2016,2016-09-11,GN02,76.2,22.0,W00381,463,1328.4,4
2016,2016-09-11,GN02,76.2,22.0,W00382,373,661.7,4
2016,2016-09-11,GN03,76.2,19.8,W00383,433,1311.1,12
2016,2016-09-11,GN03,76.2,19.8,W00384,414,1154.9,12
2016,2016-09-11,GN03,76.2,19.8,W00385,340,492.9,12
2016,2016-09-11,GN03,76.2,19.8,W00386,375,672.3,12
2016,2016-09-11,GN03,76.2,19.8,W00387,301,344.5,12
2016,2016-09-11,GN03,76.2,19.8,W00388,346,615.9,12
2016,2016-09-11,GN03,76.2,19.8,W00389,376,677.1,12
2016,2016-09-11,GN03,76.2,19.8,W00390,339,497.3,12
